timestamp,master_and_slave,master_xor_slave,neither,1st Res Pair,2nd Res Pair,3rd Res Pair
2020-4-10T5:27:00.000Z,0,1,0,3,0,3
2020-4-10T5:28:00.000Z,0,1,0,3,0,3
2020-4-10T5:29:00.000Z,0,1,0,3,0,3
2020-4-10T5:30:00.000Z,0,1,0,3,0,3
2020-4-10T5:31:00.000Z,0,1,0,3,0,3
2020-4-10T5:32:00.000Z,0,1,0,3,3,0
2020-4-10T5:33:00.000Z,0,1,0,3,0,3
2020-4-10T5:34:00.000Z,0,1,0,3,0,3
2020-4-10T5:35:00.000Z,0,1,0,3,0,3
2020-4-10T5:36:00.000Z,0,1,0,3,0,3
2020-4-10T5:37:00.000Z,0,1,0,3,0,3
2020-4-10T5:38:00.000Z,1,0,0,3,0,0
2020-4-10T5:39:00.000Z,0,1,0,3,3,0
2020-4-10T5:40:00.000Z,1,0,0,3,0,0
2020-4-10T5:41:00.000Z,0,1,0,3,3,0
2020-4-10T5:42:00.000Z,0,1,0,3,0,3
2020-4-10T5:43:00.000Z,1,0,0,3,0,0
2020-4-10T5:44:00.000Z,0,1,0,0,3,3
2020-4-10T5:45:00.000Z,0,1,0,0,3,3
2020-4-10T5:46:00.000Z,0,1,0,0,3,3
2020-4-10T5:47:00.000Z,0,1,0,0,3,3
2020-4-10T5:48:00.000Z,0,1,0,0,3,3
2020-4-10T5:49:00.000Z,1,0,0,0,0,3
2020-4-10T5:50:00.000Z,1,0,0,0,0,3
2020-4-10T5:51:00.000Z,1,0,0,0,3,0
2020-4-10T5:52:00.000Z,0,1,0,0,3,3
2020-4-10T5:53:00.000Z,0,1,0,0,3,3
2020-4-10T5:54:00.000Z,1,0,0,0,3,0
2020-4-10T5:55:00.000Z,1,0,0,0,3,0
2020-4-10T5:56:00.000Z,1,0,0,0,3,0
2020-4-10T5:57:00.000Z,1,0,0,0,3,0
2020-4-10T5:58:00.000Z,1,0,0,0,3,0
2020-4-10T5:59:00.000Z,1,0,0,0,3,0
2020-4-10T6:0:00.000Z,1,0,0,0,3,0
2020-4-10T6:1:00.000Z,1,0,0,0,3,0
2020-4-10T6:2:00.000Z,1,0,0,0,3,0
2020-4-10T6:3:00.000Z,1,0,0,0,3,0
2020-4-10T6:4:00.000Z,1,0,0,0,3,0
2020-4-10T6:5:00.000Z,1,0,0,0,3,0
2020-4-10T6:6:00.000Z,1,0,0,0,3,0
2020-4-10T6:7:00.000Z,1,0,0,0,3,0
2020-4-10T6:8:00.000Z,1,0,0,0,3,0
2020-4-10T6:9:00.000Z,1,0,0,0,3,0
2020-4-10T6:10:00.000Z,1,0,0,0,3,0
2020-4-10T6:11:00.000Z,1,0,0,0,3,0
2020-4-10T6:12:00.000Z,1,0,0,0,3,0
2020-4-10T6:13:00.000Z,1,0,0,0,3,0
2020-4-10T6:14:00.000Z,1,0,0,0,3,0
2020-4-10T6:15:00.000Z,1,0,0,0,3,0
2020-4-10T6:16:00.000Z,1,0,0,0,3,0
2020-4-10T6:17:00.000Z,1,0,0,0,3,0
2020-4-10T6:18:00.000Z,1,0,0,0,0,3
2020-4-10T6:19:00.000Z,1,0,0,0,0,3
2020-4-10T6:20:00.000Z,1,0,0,0,0,3
2020-4-10T6:21:00.000Z,1,0,0,0,0,3
2020-4-10T6:22:00.000Z,1,0,0,0,0,3
2020-4-10T6:23:00.000Z,1,0,0,0,0,3
2020-4-10T6:24:00.000Z,1,0,0,0,0,3
2020-4-10T6:25:00.000Z,1,0,0,0,0,3
2020-4-10T6:26:00.000Z,1,0,0,0,0,3
2020-4-10T6:27:00.000Z,1,0,0,0,0,3
2020-4-10T6:28:00.000Z,1,0,0,0,0,3
2020-4-10T6:29:00.000Z,1,0,0,0,0,3
2020-4-10T6:30:00.000Z,1,0,0,0,0,3
2020-4-10T6:31:00.000Z,1,0,0,0,0,3
2020-4-10T6:32:00.000Z,1,0,0,0,0,3
2020-4-10T6:33:00.000Z,1,0,0,0,3,0
2020-4-10T6:34:00.000Z,1,0,0,0,0,3
2020-4-10T6:35:00.000Z,1,0,0,0,0,3
2020-4-10T6:36:00.000Z,1,0,0,0,0,3
2020-4-10T6:37:00.000Z,1,0,0,0,0,3
2020-4-10T6:38:00.000Z,1,0,0,0,0,3
2020-4-10T6:39:00.000Z,1,0,0,0,3,0
2020-4-10T6:40:00.000Z,1,0,0,0,3,0
2020-4-10T6:41:00.000Z,1,0,0,0,0,1
2020-4-10T6:42:00.000Z,1,0,0,0,3,0
2020-4-10T6:43:00.000Z,1,0,0,0,3,0
2020-4-10T6:44:00.000Z,1,0,0,0,3,0
2020-4-10T6:45:00.000Z,1,0,0,0,0,1
2020-4-10T6:46:00.000Z,1,0,0,0,0,3
2020-4-10T6:47:00.000Z,1,0,0,0,0,4
2020-4-10T6:48:00.000Z,1,0,0,0,0,3
2020-4-10T6:49:00.000Z,1,0,0,0,0,3
2020-4-10T6:50:00.000Z,1,0,0,0,3,0
2020-4-10T6:51:00.000Z,0,1,0,0,3,1
2020-4-10T6:52:00.000Z,0,1,0,0,3,1
2020-4-10T6:53:00.000Z,0,1,0,0,3,4
2020-4-10T6:54:00.000Z,0,1,0,0,4,1
2020-4-10T6:55:00.000Z,0,1,0,0,3,1
